id;imie;nazwisko;miasto;ilosc;kwota;wspolczynnik
462;Ewa;Szymański;Gdańsk;415;1181.73;0.589
463;Tomasz;Wójcik;Warszawa;344;2271.10;0.724
464;Magdalena;Wiśniewski;Kraków;155;3602.07;0.453
465;Paweł;Nowak;Wrocław;300;901.93;0.913
466;Andrzej;Kamiński;Lublin;430;2427.73;1.000
467;Krzysztof;Kowalczyk;Warszawa;85;3135.98;0.432
468;Jan;Wójcik;Warszawa;230;1009.74;0.944
469;Maria;Wójcik;Wrocław;494;653.78;0.168
470;Piotr;Mazur;Gdańsk;3;949.00;0.852
471;Jan;Dąbrowski;Gdańsk;109;1614.52;1.000
472;Jan;Dąbrowski;Katowice;313;3398.03;0.573
473;Anna;Kwiatkowski;Lublin;45;3135.29;0.568
474;Ewa;Woźniak;Lublin;482;2322.26;0.119
475;Paweł;Woźniak;Gdańsk;213;3073.70;1.000
476;Paweł;Wiśniewski;Kraków;80;1060.31;0.841
477;Piotr;Kamiński;Gdańsk;177;2697.92;0.924
478;Tomasz;Dąbrowski;Gdańsk;380;3097.19;1.000
479;Ewa;Mazur;Warszawa;332;1553.17;1.000
480;Brak danych;Szymański;Poznań;268;2652.87;0.483
481;Krzysztof;Kowalski;Katowice;252;4047.89;1.000
482;Tomasz;Dąbrowski;Wrocław;388;4895.64;1.000
483;Tomasz;Nowak;Warszawa;257;1032.64;1.000
484;Krzysztof;Woźniak;Gdańsk;463;895.37;1.000
485;Katarzyna;Szymański;Warszawa;399;3551.07;0.718
486;Ewa;Wójcik;Gdańsk;236;1068.34;1.000
487;Jan;Nowak;Warszawa;414;3230.84;0.663
488;Joanna;Kowalski;Wrocław;210;4536.03;0.626
489;Agnieszka;Kowalski;Poznań;135;3549.23;0.439
490;Joanna;Wójcik;Gdańsk;330;1400.62;1.000
491;Ewa;Wójcik;Łódź;442;4670.10;1.000
492;Tomasz;Kwiatkowski;Poznań;46;1664.33;0.780
493;Agnieszka;Wiśniewski;Gdańsk;109;2900.33;1.000
494;Marcin;Kwiatkowski;Gdańsk;400;3871.96;0.715
495;Barbara;Kwiatkowski;Łódź;351;131.88;0.256
496;Jan;Wiśniewski;Poznań;258;3682.72;0.237
497;Katarzyna;Zieliński;Lublin;213;1704.30;1.000
498;Michał;Kamiński;Warszawa;121;1014.88;0.978
499;Jan;Kowalski;Łódź;305;1165.83;0.703
500;Maria;Kozłowski;Warszawa;458;1589.29;1.000
501;Maria;Zieliński;Łódź;220;22.83;0.413
502;Tomasz;Dąbrowski;Kraków;182;4199.47;1.000
503;Piotr;Kamiński;Wrocław;375;371.22;1.000
504;Jan;Kowalczyk;Poznań;495;225.53;0.812
505;Barbara;Mazur;Gdańsk;6;1635.30;0.158
506;Andrzej;Szymański;Poznań;354;2057.76;1.000
507;Krzysztof;Lewandowski;Lublin;277;2101.55;1.000
508;Michał;Mazur;Lublin;412;723.83;1.000
509;Jan;Wójcik;Poznań;124;4129.52;1.000
510;Piotr;Kwiatkowski;Warszawa;26;2035.04;0.882
511;Andrzej;Szymański;Gdańsk;498;2892.76;0.763
512;Ewa;Szymański;Gdańsk;121;4126.70;1.000
513;Michał;Kamiński;Kraków;500;2636.03;0.958
514;Paweł;Nowak;Wrocław;135;4544.65;0.763
515;Joanna;Szymański;Katowice;73;338.59;1.000
516;Joanna;Szymański;Wrocław;417;1835.30;1.000
517;Tomasz;Kwiatkowski;Katowice;328;4737.33;1.000
518;Anna;Kamiński;Lublin;252;4319.44;0.699
519;Barbara;Wiśniewski;Poznań;53;1830.22;1.000
520;Magdalena;Zieliński;Kraków;252;1459.60;0.725
521;Maria;Zieliński;Katowice;389;2591.52;0.108
522;Tomasz;Kamiński;Katowice;319;1860.16;0.576
523;Michał;Kowalczyk;Warszawa;103;14.03;0.464
524;Katarzyna;Kowalczyk;Poznań;131;1216.74;1.000
525;Piotr;Szymański;Katowice;104;650.22;0.548
526;Magdalena;Woźniak;Gdańsk;368;2218.22;0.614
527;Magdalena;Lewandowski;Lublin;181;1200.74;1.000
528;Tomasz;Woźniak;Wrocław;33;3331.35;0.560
529;Piotr;Nowak;Katowice;202;2633.82;0.795
530;Jan;Nowak;Katowice;359;4199.50;0.681
531;Ewa;Wiśniewski;Kraków;204;2461.44;0.817
532;Jan;Dąbrowski;Wrocław;206;2712.91;1.000
533;Magdalena;Szymański;Gdańsk;395;2304.87;0.226
534;Piotr;Woźniak;Warszawa;255;450.37;1.000
535;Andrzej;Kowalski;Wrocław;248;4316.36;0.871
536;Barbara;Kwiatkowski;Łódź;419;259.98;0.977
537;Paweł;Kamiński;Wrocław;96;4943.52;0.485
538;Krzysztof;Nowak;Gdańsk;131;3323.13;0.518
539;Michał;Szymański;Lublin;158;1529.40;1.000
540;Barbara;Kwiatkowski;Poznań;104;667.43;0.391
541;Joanna;Zieliński;Katowice;188;4653.00;0.578
542;Andrzej;Kozłowski;Warszawa;161;52.46;0.195
543;Paweł;Kowalski;Poznań;408;2201.15;0.381
544;Marcin;Mazur;Katowice;479;3641.76;0.385
545;Marcin;Kowalski;Łódź;440;3199.97;0.169
546;Piotr;Kwiatkowski;Katowice;-8;4612.77;0.885
547;Katarzyna;Zieliński;Wrocław;411;1063.02;1.000
548;Tomasz;Mazur;Wrocław;239;485.22;1.000
549;Anna;Lewandowski;Wrocław;362;4530.33;1.000
550;Tomasz;Kwiatkowski;Warszawa;252;218.37;1.000
551;Magdalena;Mazur;Wrocław;362;2807.27;0.316
552;Krzysztof;Kamiński;Wrocław;485;3998.87;1.000
553;Michał;Kowalski;Gdańsk;80;3207.51;0.413
554;Piotr;Wójcik;Katowice;373;927.91;0.566
555;Michał;Nowak;Warszawa;252;619.41;1.000
556;Piotr;Kowalczyk;Katowice;10;3754.34;0.795
557;Piotr;Wójcik;Katowice;443;1521.73;0.917
558;Piotr;Wójcik;Łódź;139;3841.19;1.000
559;Agnieszka;Woźniak;Poznań;298;2997.98;1.000
560;Joanna;Wójcik;Łódź;26;868.18;0.590
561;Ewa;Wójcik;Gdańsk;92;557.14;1.000
562;Piotr;Kozłowski;Katowice;383;2762.33;1.000
563;Michał;Zieliński;Warszawa;21;2571.69;0.236
564;Tomasz;Lewandowski;Gdańsk;192;3640.84;1.000
565;Joanna;Wiśniewski;Kraków;3;4213.06;1.000
566;Ewa;Kowalczyk;Łódź;49;541.61;0.434
567;Tomasz;Zieliński;Poznań;167;2344.39;0.330
568;Anna;Szymański;Poznań;487;996.59;0.665
569;Marcin;Wiśniewski;Wrocław;456;484.02;0.248
570;Anna;Zieliński;Wrocław;45;3752.71;0.315
571;Krzysztof;Kowalski;Lublin;320;2595.40;0.509
572;Maria;Nowak;Wrocław;125;2980.52;1.000
573;Anna;Kwiatkowski;Wrocław;307;1693.10;0.237
574;Marcin;Woźniak;Łódź;176;429.17;1.000
575;Katarzyna;Kowalski;Gdańsk;403;2041.45;0.223
576;Agnieszka;Wiśniewski;Łódź;409;1728.15;0.297
577;Marcin;Wójcik;Gdańsk;2;3960.03;0.772
578;Ewa;Szymański;Gdańsk;385;3021.47;0.188
579;Anna;Kwiatkowski;Gdańsk;48;3258.22;1.000
580;Katarzyna;Mazur;Katowice;70;2476.15;1.000
581;Magdalena;Kowalski;Katowice;223;1935.27;0.996
582;Magdalena;Kozłowski;Kraków;496;3917.94;1.000
583;Agnieszka;Wójcik;Wrocław;288;1190.84;0.790
584;Anna;Lewandowski;Lublin;423;1901.31;1.000
585;Agnieszka;Dąbrowski;Gdańsk;406;1530.77;0.521
586;Jan;Nowak;Katowice;211;3027.74;0.740
587;Paweł;Szymański;Wrocław;182;1975.42;0.752
588;Anna;Kowalczyk;Gdańsk;139;944.57;1.000
589;Barbara;Dąbrowski;Wrocław;111;3417.93;0.158
590;Katarzyna;Lewandowski;Poznań;491;763.01;0.334
591;Joanna;Kwiatkowski;Lublin;256;1599.28;1.000
592;Marcin;Kwiatkowski;Łódź;252;55.20;1.000
593;Maria;Wójcik;Katowice;378;1768.00;0.241
594;Michał;Wiśniewski;Poznań;39;2576.23;0.564
595;Krzysztof;Kowalczyk;Gdańsk;339;3549.33;1.000
596;Anna;Dąbrowski;Katowice;187;3461.00;0.125
597;Maria;Szymański;Lublin;160;3757.86;1.000
598;Andrzej;Kowalski;Gdańsk;71;45.28;1.000
599;Krzysztof;Wiśniewski;Wrocław;201;876.18;0.925
600;Brak danych;Dąbrowski;Brak danych;396;2726.00;0.689
601;Barbara;Dąbrowski;Kraków;328;1908.63;1.000
602;Joanna;Kozłowski;Poznań;83;4169.15;0.794
603;Anna;Mazur;Gdańsk;103;2584.81;1.000
604;Katarzyna;Kowalczyk;Łódź;465;276.95;0.517
605;Michał;Mazur;Gdańsk;140;1553.92;1.000
606;Marcin;Woźniak;Gdańsk;207;551.06;0.464
607;Michał;Kamiński;Lublin;137;571.22;1.000
608;Andrzej;Szymański;Lublin;399;4463.26;0.162
609;Krzysztof;Mazur;Katowice;386;391.55;0.648
610;Michał;Szymański;Poznań;133;2253.79;0.116
611;Magdalena;Kamiński;Gdańsk;125;4430.59;1.000
612;Maria;Mazur;Lublin;477;1541.67;1.000
613;Maria;Mazur;Lublin;431;4702.37;1.000
614;Paweł;Lewandowski;Lublin;413;1690.80;1.000
615;Tomasz;Szymański;Lublin;69;1073.13;1.000
616;Barbara;Nowak;Warszawa;294;3342.38;0.900
617;Michał;Wójcik;Poznań;78;1118.68;1.000
618;Agnieszka;Szymański;Kraków;461;177.02;1.000
619;Michał;Kowalczyk;Łódź;314;4482.36;1.000
620;Krzysztof;Woźniak;Wrocław;159;478.26;1.000
621;Piotr;Kamiński;Warszawa;265;370.18;1.000
622;Paweł;Wójcik;Warszawa;323;3822.29;0.726
623;Anna;Zieliński;Warszawa;276;4138.68;0.255
624;Agnieszka;Kowalczyk;Gdańsk;272;2846.57;0.405
625;Marcin;Kowalczyk;Warszawa;399;873.46;1.000
626;Krzysztof;Lewandowski;Gdańsk;489;3153.75;1.000
627;Maria;Lewandowski;Lublin;116;3336.89;1.000
628;Anna;Mazur;Gdańsk;337;4931.40;0.200
629;Ewa;Woźniak;Łódź;252;4846.22;1.000
630;Andrzej;Wójcik;Gdańsk;58;2020.36;0.548
631;Marcin;Nowak;Warszawa;399;996.54;1.000
632;Marcin;Mazur;Poznań;287;3780.17;1.000
633;Magdalena;Kozłowski;Warszawa;370;3069.42;0.122
634;Joanna;Wójcik;Lublin;428;4319.18;1.000
635;Krzysztof;Szymański;Gdańsk;290;3164.82;1.000
636;Magdalena;Nowak;Warszawa;90;3459.69;0.689
637;Jan;Mazur;Katowice;-176;542.43;0.315
638;Ewa;Zieliński;Kraków;407;1599.44;1.000
639;Tomasz;Kwiatkowski;Kraków;289;1263.68;0.644
640;Joanna;Kowalczyk;Warszawa;364;1398.77;1.000
641;Barbara;Mazur;Lublin;416;4482.90;0.711
642;Tomasz;Kowalski;Kraków;373;2930.88;0.630
643;Jan;Kwiatkowski;Kraków;400;225.82;1.000
644;Piotr;Kwiatkowski;Gdańsk;320;2802.33;0.746
645;Marcin;Kowalski;Wrocław;464;1779.41;0.548
646;Maria;Woźniak;Łódź;226;2287.47;0.920
647;Andrzej;Mazur;Kraków;371;3598.75;1.000
648;Katarzyna;Lewandowski;Wrocław;355;4404.32;0.948
649;Maria;Zieliński;Lublin;359;1200.62;1.000
650;Agnieszka;Kowalski;Lublin;252;3695.06;1.000
651;Agnieszka;Nowak;Wrocław;20;2338.01;0.663
652;Agnieszka;Mazur;Warszawa;327;2894.52;0.679
653;Anna;Wiśniewski;Katowice;246;3788.03;0.245
654;Maria;Wiśniewski;Łódź;84;3083.35;0.553
655;Michał;Kowalski;Kraków;285;3244.79;0.220
656;Piotr;Kozłowski;Warszawa;280;3079.27;0.740
657;Jan;Szymański;Wrocław;96;4150.02;1.000
658;Andrzej;Wójcik;Kraków;333;3680.38;1.000
659;Maria;Woźniak;Kraków;267;1769.11;0.232
660;Agnieszka;Kwiatkowski;Kraków;252;1377.25;0.533
661;Magdalena;Wiśniewski;Katowice;394;968.22;0.210
662;Anna;Nowak;Wrocław;234;4918.81;1.000
663;Marcin;Mazur;Kraków;429;303.93;1.000
664;Tomasz;Kwiatkowski;Lublin;93;3097.41;0.511
665;Krzysztof;Kozłowski;Łódź;404;1509.67;0.588
666;Paweł;Lewandowski;Kraków;252;0.00;1.000
667;Ewa;Mazur;Gdańsk;412;1256.24;0.677
668;Jan;Kamiński;Wrocław;472;4082.18;0.102
669;Agnieszka;Kamiński;Kraków;83;533.22;1.000
670;Paweł;Lewandowski;Gdańsk;33;2691.03;1.000
671;Katarzyna;Wójcik;Warszawa;340;2696.65;1.000
672;Barbara;Szymański;Kraków;109;1098.12;1.000
673;Jan;Kozłowski;Poznań;367;600.47;1.000
674;Andrzej;Woźniak;Łódź;386;1960.67;0.578
675;Jan;Nowak;Wrocław;317;4821.92;1.000
676;Tomasz;Dąbrowski;Kraków;35;3477.63;0.525
677;Piotr;Kozłowski;Kraków;8;376.51;0.204
678;Maria;Kozłowski;Katowice;472;3849.48;0.349
679;Maria;Kowalczyk;Poznań;210;3486.89;0.343
680;Maria;Kwiatkowski;Katowice;166;4163.11;0.143
681;Agnieszka;Nowak;Wrocław;344;1684.37;0.975
682;Marcin;Nowak;Kraków;401;3299.65;0.922
683;Krzysztof;Wiśniewski;Warszawa;247;494.54;1.000
684;Michał;Kowalczyk;Kraków;299;1124.06;0.191
685;Jan;Kowalczyk;Łódź;187;2715.48;0.347
686;Joanna;Mazur;Poznań;188;839.49;1.000
687;Agnieszka;Mazur;Łódź;390;1910.06;1.000
688;Agnieszka;Dąbrowski;Wrocław;391;1927.06;0.611
689;Ewa;Kowalczyk;Warszawa;51;3321.54;1.000
690;Agnieszka;Kowalczyk;Warszawa;225;2442.26;0.254
691;Ewa;Nowak;Lublin;249;2402.81;0.343
692;Agnieszka;Lewandowski;Katowice;61;962.04;0.473
693;Andrzej;Zieliński;Wrocław;285;295.88;0.813
694;Ewa;Kozłowski;Wrocław;57;308.91;0.705
695;Anna;Wójcik;Łódź;443;1588.20;0.242
696;Ewa;Kowalczyk;Katowice;402;3659.32;0.204
697;Andrzej;Dąbrowski;Gdańsk;106;1410.34;1.000
698;Piotr;Nowak;Katowice;132;908.06;0.115
699;Jan;Dąbrowski;Katowice;276;3245.66;1.000
700;Tomasz;Dąbrowski;Gdańsk;199;4020.14;1.000
701;Anna;Kwiatkowski;Gdańsk;359;1142.18;0.937
702;Piotr;Zieliński;Wrocław;147;2200.69;0.297
703;Marcin;Kowalczyk;Gdańsk;252;340.50;0.135
704;Katarzyna;Kowalski;Gdańsk;120;338.46;0.620
705;Ewa;Dąbrowski;Wrocław;99;4171.26;0.383
706;Andrzej;Kowalczyk;Wrocław;17;2040.83;0.580
707;Jan;Woźniak;Gdańsk;123;4141.86;0.100
708;Krzysztof;Woźniak;Katowice;288;2743.83;0.641
709;Krzysztof;Wójcik;Kraków;492;2085.97;1.000
710;Tomasz;Woźniak;Gdańsk;86;1179.21;0.335
711;Andrzej;Mazur;Lublin;455;2855.15;0.412
712;Tomasz;Kozłowski;Poznań;49;267.44;1.000
713;Maria;Kowalski;Poznań;148;3769.80;0.345
714;Tomasz;Lewandowski;Kraków;193;4245.59;1.000
715;Maria;Zieliński;Wrocław;337;2656.78;1.000
716;Joanna;Szymański;Wrocław;39;2965.01;0.455
717;Michał;Wiśniewski;Poznań;211;1837.68;0.833
718;Piotr;Kozłowski;Warszawa;350;2363.69;1.000
719;Jan;Zieliński;Katowice;348;3806.30;1.000
720;Brak danych;Zieliński;Gdańsk;221;453.86;1.000
721;Barbara;Lewandowski;Łódź;190;3678.99;0.604
722;Ewa;Mazur;Gdańsk;114;3202.59;1.000
723;Maria;Kowalski;Łódź;316;2109.72;0.209
724;Andrzej;Kamiński;Gdańsk;361;3794.52;0.540
725;Ewa;Kozłowski;Warszawa;347;2476.15;0.652
726;Maria;Dąbrowski;Poznań;325;1250.37;0.929
727;Marcin;Kamiński;Poznań;84;4109.66;0.942
728;Anna;Wójcik;Warszawa;-274;2067.16;0.885
729;Jan;Nowak;Warszawa;89;438.04;0.448
730;Katarzyna;Wójcik;Łódź;462;3558.39;1.000
731;Jan;Kowalski;Kraków;479;451.57;0.378
732;Ewa;Kamiński;Kraków;179;1607.59;0.684
733;Ewa;Kwiatkowski;Poznań;29;4636.84;0.470
734;Krzysztof;Nowak;Kraków;27;3486.17;0.468
735;Paweł;Kamiński;Katowice;97;3029.83;0.548
736;Anna;Mazur;Łódź;198;1482.77;0.123
737;Magdalena;Mazur;Kraków;49;337.53;0.313
738;Andrzej;Mazur;Katowice;319;475.68;1.000
739;Barbara;Wiśniewski;Warszawa;478;2916.65;0.251
740;Andrzej;Wójcik;Poznań;252;2670.43;1.000
741;Jan;Wójcik;Warszawa;263;1461.12;0.996
742;Andrzej;Woźniak;Wrocław;105;4931.38;1.000
743;Krzysztof;Wiśniewski;Łódź;116;2320.02;0.574
744;Magdalena;Lewandowski;Gdańsk;29;3875.40;0.542
745;Magdalena;Kowalski;Gdańsk;78;884.66;0.981
746;Agnieszka;Zieliński;Warszawa;165;606.73;0.810
747;Joanna;Dąbrowski;Katowice;398;383.95;1.000
748;Michał;Lewandowski;Katowice;130;4019.60;0.819
749;Andrzej;Kamiński;Katowice;395;3528.78;0.849
750;Paweł;Woźniak;Warszawa;394;2284.08;0.992
751;Krzysztof;Wiśniewski;Warszawa;484;4549.18;0.281
752;Andrzej;Dąbrowski;Warszawa;337;352.01;1.000
753;Paweł;Lewandowski;Kraków;202;3490.26;1.000
754;Anna;Kowalski;Poznań;272;541.68;0.199
755;Katarzyna;Kwiatkowski;Lublin;123;876.68;1.000
756;Barbara;Kozłowski;Gdańsk;64;4456.66;0.741
757;Maria;Nowak;Poznań;243;1140.10;0.359
758;Magdalena;Mazur;Katowice;367;1017.31;1.000
759;Marcin;Zieliński;Kraków;174;4012.79;0.139
760;Ewa;Kwiatkowski;Łódź;165;1574.08;1.000
761;Paweł;Dąbrowski;Wrocław;29;4110.15;1.000
762;Joanna;Kowalski;Poznań;461;197.24;1.000
763;Agnieszka;Kwiatkowski;Gdańsk;487;1835.53;0.625
764;Joanna;Lewandowski;Lublin;57;4714.36;0.118
765;Barbara;Mazur;Wrocław;456;3643.03;1.000
766;Magdalena;Kowalczyk;Gdańsk;224;4200.12;0.287
767;Paweł;Dąbrowski;Warszawa;459;4220.88;1.000
768;Tomasz;Kwiatkowski;Warszawa;446;4214.77;1.000
769;Paweł;Zieliński;Katowice;374;1708.79;0.449
770;Maria;Nowak;Gdańsk;252;3984.78;0.418
771;Piotr;Woźniak;Kraków;380;272.18;1.000
772;Michał;Kowalczyk;Katowice;159;3196.78;1.000
773;Ewa;Kamiński;Gdańsk;379;4370.99;0.903
774;Maria;Woźniak;Kraków;229;2087.90;1.000
775;Agnieszka;Wójcik;Wrocław;278;1822.77;1.000
776;Maria;Dąbrowski;Warszawa;303;2850.48;0.133
777;Tomasz;Lewandowski;Kraków;252;1462.06;0.821
778;Joanna;Nowak;Wrocław;113;1839.96;1.000
779;Barbara;Wiśniewski;Lublin;477;2089.91;0.558
780;Paweł;Szymański;Łódź;252;3763.38;0.115
781;Tomasz;Woźniak;Lublin;94;97.56;1.000
782;Maria;Kwiatkowski;Gdańsk;474;286.57;0.807
783;Marcin;Szymański;Katowice;287;1074.76;0.314
784;Andrzej;Mazur;Warszawa;70;3014.54;0.463
785;Krzysztof;Wójcik;Lublin;263;3146.11;0.176
786;Jan;Mazur;Gdańsk;384;3916.10;0.854
787;Agnieszka;Szymański;Łódź;309;882.67;1.000
788;Maria;Kozłowski;Katowice;140;4181.84;0.694
789;Anna;Zieliński;Warszawa;446;440.83;0.197
790;Barbara;Wiśniewski;Gdańsk;88;3197.16;1.000
791;Paweł;Lewandowski;Wrocław;117;814.52;0.674
792;Barbara;Kowalczyk;Poznań;326;1100.37;0.210
793;Marcin;Woźniak;Gdańsk;259;1487.71;0.685
794;Andrzej;Mazur;Katowice;484;1392.68;0.826
795;Ewa;Woźniak;Łódź;87;1172.24;0.592
796;Michał;Nowak;Lublin;182;3672.92;0.570
797;Michał;Dąbrowski;Łódź;443;4174.70;0.867
798;Anna;Kwiatkowski;Katowice;261;3153.47;1.000
799;Michał;Lewandowski;Poznań;284;3265.46;1.000
800;Jan;Dąbrowski;Brak danych;348;4259.36;1.000
801;Agnieszka;Kamiński;Łódź;283;2018.60;0.355
802;Maria;Wiśniewski;Warszawa;166;4034.70;0.717
803;Krzysztof;Kamiński;Warszawa;282;2664.53;1.000
804;Ewa;Nowak;Gdańsk;199;3052.49;0.891
805;Krzysztof;Kowalski;Gdańsk;35;1820.67;1.000
806;Jan;Kowalczyk;Gdańsk;421;2480.22;1.000
807;Michał;Kowalski;Kraków;108;306.79;1.000
808;Tomasz;Kowalczyk;Wrocław;30;2188.76;0.271
809;Maria;Wiśniewski;Kraków;223;4189.26;0.156
810;Ewa;Kwiatkowski;Lublin;48;3151.54;1.000
811;Katarzyna;Woźniak;Łódź;20;429.69;0.325
812;Anna;Kowalski;Gdańsk;58;2322.19;0.250
813;Marcin;Woźniak;Gdańsk;185;613.23;1.000
814;Paweł;Lewandowski;Lublin;252;1170.90;1.000
815;Katarzyna;Wiśniewski;Łódź;407;1761.57;1.000
816;Anna;Zieliński;Warszawa;226;2741.17;1.000
817;Jan;Zieliński;Katowice;308;3170.32;1.000
818;Tomasz;Kwiatkowski;Warszawa;288;2587.53;0.795
819;Michał;Wiśniewski;Warszawa;-411;4614.76;1.000
820;Jan;Kwiatkowski;Gdańsk;362;3349.89;0.898
821;Barbara;Kamiński;Katowice;162;4476.24;0.367
822;Marcin;Mazur;Warszawa;353;1638.27;0.999
823;Krzysztof;Mazur;Gdańsk;294;4289.78;0.784
824;Krzysztof;Kwiatkowski;Kraków;477;4144.93;0.165
825;Barbara;Mazur;Kraków;213;4536.99;0.921
826;Barbara;Kozłowski;Warszawa;302;3887.63;0.244
827;Krzysztof;Nowak;Lublin;452;3634.62;0.459
828;Andrzej;Dąbrowski;Gdańsk;19;2474.34;1.000
829;Marcin;Nowak;Poznań;401;1858.86;1.000
830;Barbara;Mazur;Poznań;330;4319.29;0.662
831;Ewa;Nowak;Warszawa;429;733.03;1.000
832;Anna;Woźniak;Łódź;327;4258.11;1.000
833;Krzysztof;Kwiatkowski;Warszawa;245;137.58;0.215
834;Anna;Wójcik;Katowice;449;3596.30;1.000
835;Paweł;Kwiatkowski;Łódź;331;4075.32;0.268
836;Katarzyna;Kwiatkowski;Poznań;85;827.33;1.000
837;Ewa;Kwiatkowski;Wrocław;133;4563.92;0.410
838;Magdalena;Mazur;Kraków;197;2669.46;1.000
839;Andrzej;Wójcik;Kraków;468;2353.56;0.538
840;Brak danych;Kozłowski;Lublin;335;2321.99;0.548
841;Marcin;Kowalczyk;Łódź;351;607.48;0.546
842;Katarzyna;Wiśniewski;Katowice;253;4666.79;0.889
843;Maria;Szymański;Katowice;84;1720.60;0.233
844;Michał;Nowak;Łódź;299;1420.24;0.562
845;Katarzyna;Kamiński;Warszawa;105;2296.92;1.000
846;Andrzej;Dąbrowski;Gdańsk;247;4747.51;0.988
847;Katarzyna;Kamiński;Wrocław;154;1472.44;1.000
848;Piotr;Lewandowski;Warszawa;284;363.87;0.821
849;Maria;Mazur;Wrocław;351;1440.62;0.241
850;Marcin;Dąbrowski;Warszawa;26;4874.85;0.223
851;Krzysztof;Kamiński;Warszawa;252;1756.64;1.000
852;Katarzyna;Kowalski;Wrocław;464;4163.12;0.242
853;Maria;Kowalczyk;Gdańsk;208;4963.35;0.138
854;Barbara;Nowak;Poznań;220;1827.49;1.000
855;Jan;Kowalski;Lublin;83;1865.27;0.612
856;Tomasz;Kamiński;Gdańsk;279;716.90;0.321
857;Tomasz;Nowak;Kraków;159;2518.98;0.904
858;Ewa;Lewandowski;Katowice;373;299.89;0.692
859;Agnieszka;Mazur;Warszawa;459;4121.63;0.438
860;Piotr;Kwiatkowski;Katowice;220;1684.24;0.548
861;Agnieszka;Dąbrowski;Warszawa;258;1201.81;0.153
862;Katarzyna;Wójcik;Kraków;43;3872.16;1.000
863;Paweł;Dąbrowski;Kraków;387;1549.52;0.817
864;Andrzej;Wójcik;Łódź;157;2165.44;1.000
865;Maria;Kozłowski;Lublin;301;236.63;0.271
866;Katarzyna;Kwiatkowski;Warszawa;260;207.73;0.167
867;Marcin;Szymański;Lublin;118;3351.28;0.707
868;Andrzej;Nowak;Wrocław;2;3511.13;1.000
869;Maria;Wójcik;Lublin;275;3440.31;1.000
870;Paweł;Wójcik;Poznań;114;2476.15;0.683
871;Barbara;Nowak;Łódź;37;293.69;0.369
872;Krzysztof;Dąbrowski;Kraków;258;3405.43;0.454
873;Maria;Dąbrowski;Katowice;150;326.68;0.925
874;Ewa;Wiśniewski;Łódź;248;2192.28;1.000
875;Jan;Kozłowski;Łódź;500;3600.31;1.000
876;Piotr;Nowak;Gdańsk;28;1112.77;1.000
877;Krzysztof;Kamiński;Łódź;209;3563.96;0.488
878;Andrzej;Zieliński;Łódź;68;466.41;1.000
879;Agnieszka;Dąbrowski;Łódź;368;593.77;1.000
880;Piotr;Dąbrowski;Wrocław;252;221.17;0.590
881;Magdalena;Woźniak;Gdańsk;497;4770.90;1.000
882;Marcin;Kowalczyk;Wrocław;373;1693.57;0.623
883;Agnieszka;Woźniak;Poznań;258;121.68;0.702
884;Katarzyna;Kowalski;Poznań;61;3852.55;1.000
885;Joanna;Szymański;Katowice;361;4628.77;0.815
886;Michał;Szymański;Poznań;206;4151.80;0.145
887;Krzysztof;Zieliński;Gdańsk;374;2265.63;0.601
888;Magdalena;Zieliński;Gdańsk;252;1808.29;1.000
889;Agnieszka;Mazur;Lublin;326;1838.58;0.123
890;Anna;Kamiński;Gdańsk;17;2192.95;0.952
891;Magdalena;Mazur;Wrocław;173;2366.43;1.000
892;Katarzyna;Zieliński;Kraków;101;1356.59;0.782
893;Tomasz;Kamiński;Lublin;148;2111.93;0.540
894;Katarzyna;Kozłowski;Łódź;144;312.73;1.000
895;Agnieszka;Kamiński;Warszawa;89;4454.74;0.698
896;Marcin;Wiśniewski;Gdańsk;58;4514.92;0.715
897;Michał;Woźniak;Poznań;201;1956.38;0.631
898;Jan;Kozłowski;Gdańsk;390;1612.12;0.277
899;Anna;Woźniak;Wrocław;11;2901.25;0.902
900;Agnieszka;Kowalczyk;Kraków;363;4278.12;1.000
901;Agnieszka;Zieliński;Gdańsk;19;2862.42;0.822
902;Piotr;Szymański;Katowice;122;1071.92;0.536
903;Barbara;Kamiński;Warszawa;60;1666.33;0.659
904;Barbara;Wójcik;Gdańsk;194;3172.06;0.828
905;Magdalena;Kowalczyk;Katowice;240;4935.16;0.176
906;Michał;Zieliński;Wrocław;399;2999.98;0.757
907;Michał;Wiśniewski;Kraków;389;3765.90;0.717
908;Piotr;Kowalczyk;Katowice;355;20.69;0.231
909;Piotr;Wiśniewski;Gdańsk;222;2057.61;0.738
910;Joanna;Szymański;Gdańsk;252;2557.90;0.791
911;Joanna;Kowalczyk;Wrocław;450;1943.80;1.000
912;Krzysztof;Kowalczyk;Kraków;490;3585.81;1.000
913;Joanna;Dąbrowski;Gdańsk;169;3373.24;0.260
914;Katarzyna;Lewandowski;Warszawa;114;2016.11;0.327
915;Marcin;Dąbrowski;Katowice;208;1299.26;0.341
916;Andrzej;Wiśniewski;Gdańsk;15;1889.46;1.000
917;Paweł;Dąbrowski;Lublin;255;2733.42;1.000
918;Katarzyna;Nowak;Łódź;133;4058.19;0.802
919;Katarzyna;Dąbrowski;Gdańsk;282;2675.68;1.000
920;Maria;Wiśniewski;Poznań;155;3396.35;0.865
921;Agnieszka;Dąbrowski;Katowice;291;640.12;1.000
