id;imie;nazwisko;miasto;ilosc;kwota;wpsolczynnik
456;Jan;Wójcik;Katowice;324;737.69;1,039
457;Krzysztof;Lewandowski;Poznań;257;4956.88;0.6
458;Tomasz;Kozłowski;Warszawa ;463;3856.85;1.321
459;Barbara;Dąbrowski;Krakow;406;1415.10;1.213
460;Tomasz;Dąbrowski;Krakow;494;3819,03 zł;1,135
461;Agnieszka;Kamiński;LUBLIN;31;3524.08;1.04
462;Ewa;Szymański;Gdansk;415;1181.73;0.589
463;Tomasz;Wójcik;Warszwa;344;2271.10;0.724
464;Magdalena;Wiśniewski;krakow;155;3602.07;0,453
465;Paweł;Nowak;Wrocław;300;901,93;0.913
466;Andrzej;Kamiński;Lublin;430;2427.73;1.359
467;Krzysztof;Kowalczyk;Warszwa;85;3135.98;0.432
468;Jan;Wójcik; Warszawa;230;1009.74;0,944
469;Maria;Wójcik;Wrocław;494;653.78;0.168
470;Piotr;Mazur;Gdansk;3;949,00;0.852
471;Jan;Dąbrowski;Gdańsk;109;1614.52;1.315
472;Jan;Dąbrowski;Katowic;313;3398.03;0,573
473;Anna;Kwiatkowski;Lublin;45;3135.29;0.568
474;Ewa;Woźniak;LUBLIN;482;2322.26;0.119
475;Paweł;Woźniak;Gdańsk;213;3073,70;1.114
476;Paweł;Wiśniewski;Kraków;80;1060.31;0,841
477;Piotr;Kamiński;GDAŃSK;177;2697.92;0.924
478;Tomasz;Dąbrowski;Gdansk;380;3097.19;1.239
479;Ewa;Mazur;Warszwa;332;1553.17;1.182
480;;Szymański;poznan;268;2 652.87;0,483
481;Krzysztof;Kowalski;Katowice;336 szt;4047.89;1.468
482;Tomasz;Dąbrowski;WROCŁAW;388;4895.64;1.412
483;Tomasz;Nowak;Warszawa ;257;1032.64 zł;1.188
484;Krzysztof;Woźniak;Gdansk;463;895.37;1,133
485;Katarzyna;Szymański;WARSZAWA;399;3551,07;0.718
486;Ewa;Wójcik;GDAŃSK;236;1068.34;1.206
487;Jan;Nowak;Warszawa;414;3230.84;0.663
488;Joanna;Kowalski;WROCŁAW;210;4536.03;0,626
489;Agnieszka;Kowalski;Poznań;135;3549.23;0.439
490;Joanna;Wójcik;GDAŃSK;330;1400,62;1.331
491;Ewa;Wójcik;LODZ;442;4670.10;1.177
492;Tomasz;Kwiatkowski;poznan;46;1664.33;0,78
493;Agnieszka;Wiśniewski;GDAŃSK;109;2900.33;1.336
494;Marcin;Kwiatkowski;Gdańsk;400;3871.96;0.715
495;Barbara;Kwiatkowski;łódź;351;131,88;0.256
496;Jan;Wiśniewski;Poznan;258;3682.72;0,237
497;Katarzyna;Zieliński;Lublin;213;1704.30;1.386
498;Michał;Kamiński;Warszawa ;121;1014.88;0.978
499;Jan;Kowalski;Łodz;305;1165.83;0.703
500;  Maria ;Kozłowski;Warszawa;458;1589,29;1,33
501;Maria;Zieliński;Łodz;220;22.83;0.413
502;Tomasz;Dąbrowski;Kraków ;182;4199.47;1.44
503;Piotr;Kamiński;Wroclaw;375;371.22;1.085
504;Jan;Kowalczyk;Poznań;495;225.53;0,812
505;Barbara;Mazur;gdansk;6;1635,30;0.158
506;Andrzej;Szymański;poznan;354;2057.76 zł;1.491
507;Krzysztof;Lewandowski;LUBLIN;277;2101.55;1.462
508;Michał;Mazur;Lubln;412;723.83;1,498
509;Jan;Wójcik;POZNAŃ;124;4129.52;1.029
510;Piotr;Kwiatkowski;Wwa;26;2035,04;0.882
511;andrzej;Szymański;GDAŃSK;498;2892.76;0.763
512;Ewa;SZYMAŃSKI;GDAŃSK;121;4126.70;1,208
513;Michał;Kamiński;KRAKÓW;500;2636.03;0.958
514;Paweł;Nowak;wroclaw;135;4544.65;0.763
515;Joanna;Szymański;katowice;73;338,59;1.16
516;Joanna;Szymański;Wroclaw;417;1835.30;1,043
517;Tomasz;Kwiatkowski;katowice;328;4737.33;1.298
518;Anna;Kamiński;LUBLIN;427 szt;4319.44;0.699
519;Barbara;Wiśniewski;POZNAŃ;53;1830.22;1.028
520;Magdalena;Zieliński;Krakow;abc;1459,60;0,725
521;Maria;Zieliński;katowice;389;2591.52;0.108
522;Tomasz;Kamiński;katowice;319;1860.16;0.576
523;Michał;Kowalczyk;Warszawa ;103;14.03;0.464
524;Katarzyna;Kowalczyk;poznan;131;1216.74;1,268
525;Piotr;Szymański;Katowice;104;650,22;
526;Magdalena;Woźniak;Gdańsk;368;2218.22;0.614
527;Magdalena;Lewandowski;LUBLIN;181;1200.74;1.29
528;Tomasz;Woźniak;wroclaw;33;3331.35;56%
529;Piotr;Nowak;Katowic;202;2633.82 zł;0.795
530;Jan;Nowak;Katowic;359;4199,50;0.681
531;Ewa;Wiśniewski;KRAKÓW;204;2461.44;0.817
532;Jan;Dąbrowski;Wroclaw;206;2712.91;1,396
533;Magdalena;Szymański;GDAŃSK;395;2304.87;0.226
534;Piotr;Woźniak;Warszawa;255;450.37;1.155
535;Andrzej;Kowalski;wroclaw;248;4316,36;0.871
536;Barbara;Kwiatkowski;LODZ;419;259.98;0,977
537;Paweł;Kamiński;Wrocław;96;4943.52;0.485
538;Krzysztof;Nowak;GDAŃSK;131;3323.13;0.518
539;Michał;Szymański;Lublin;158;1529.40;1.313
540;Barbara;Kwiatkowski;poznan;104;667.43;0,391
541;Joanna;Zieliński;katowice;188;4653.00;0.578
542;Andrzej;Kozłowski;Wwa;161;52.46;0.195
543;Paweł;Kowalski;Poznan;408;2201.15;0.381
544;Marcin;Mazur;Katowic;479;3641.76;0,385
545;Marcin;Kowalski;LODZ;440;3199,97;0.169
546;Piotr;Kwiatkowski;katowice;-8;4612.77;0.885
547;Katarzyna;Zieliński;wroclaw;411;1063.02;1.274
548;Tomasz;Mazur;Wrocław;239;485.22;1,198
549;Anna;Lewandowski;wroclaw;362;4530.33;1.06
550;  Tomasz ;Kwiatkowski;Wwa;;218,37;1.271
551;Magdalena;Mazur;wroclaw;362;2807.27;0.316
552;Krzysztof;Kamiński;Wroclaw;485;3998.87 zł;1,472
553;Michał;Kowalski;GDAŃSK;80;3207.51;0.413
554;Piotr;Wójcik;katowice;373;927.91;0.566
555;Michał;Nowak;Warszwa;181 szt;619,41;1.393
556;Piotr;Kowalczyk;KATOWICE;10;3754.34;0,795
557;Piotr;Wójcik;KATOWICE;443;1521.73;0.917
558;Piotr;Wójcik;LODZ;139;3841.19;1.171
559;Agnieszka;Woźniak;Poznań;298;2997.98;1.454
560;Joanna;Wójcik  ;łódź;26;868,18;0,59
561;Ewa;Wójcik;gdansk;92;557.14;1.265
562;Piotr;Kozłowski;Katowice;383;2762.33;1.203
563;Michał;Zieliński;Warszawa;21;2571.69;0.236
564;Tomasz;Lewandowski;Gdańsk;192;3640.84;1,128
565;Joanna;Wiśniewski;Krakow;3;4213,06;1.323
566;Ewa;Kowalczyk;łódź;49;541.61;0.434
567;Tomasz;Zieliński;Poznań;167;2344.39;0.33
568;Anna;Szymański;poznan;487;996.59;0,665
569;Marcin;Wiśniewski;Wroclaw;456;484.02;0.248
570;Anna;Zieliński;Wroclaw;45;3752,71;0.315
571;Krzysztof;Kowalski;Lubln;320;2595.40;0.509
572;Maria;Nowak;Wroclaw;125;2980.52;1,198
573;Anna;Kwiatkowski;Wrocław;307;1693.10;0.237
574;Marcin;Woźniak;łódź;176;429.17;1.163
575;Katarzyna;Kowalski;GDAŃSK;403;2041,45 zł;0.223
576;Agnieszka;WIŚNIEWSKI;Lodz;409;1728.15;0,297
577;Marcin;Wójcik;Gdańsk;2;3960.03;0.772
578;Ewa;Szymański;Gdańsk;385;3021.47;0.188
579;Anna;Kwiatkowski;GDAŃSK;48;3258.22;1.46
580;Katarzyna;Mazur;Katowic;70;;1,071
581;Magdalena;Kowalski;katowice;223;1935.27;0.996
582;Magdalena;Kozłowski;Kraków;496;3917.94;1.223
583;Agnieszka;Wójcik;WROCŁAW;288;1190.84;0.79
584;anna;Lewandowski;LUBLIN;423;1901.31;1,427
585;Agnieszka;Dąbrowski;GDAŃSK;406;1530,77;0.521
586;Jan;Nowak;Katowic;211;3027.74;0.74
587;Paweł;Szymański;Wrocław;182;1975.42;0.752
588;Anna;Kowalczyk;Gdańsk;139;944.57;1,345
589;Barbara;Dąbrowski;Wrocław;111;3417.93;0.158
590;Katarzyna;Lewandowski;poznan;491;763,01;0.334
591;Joanna;Kwiatkowski;LUBLIN;256;1599.28;1.327
592;Marcin;Kwiatkowski;LODZ;270 szt;55.20;1,295
593;Maria;Wójcik;KATOWICE;378;1768.00;0.241
594;Michał;Wiśniewski;POZNAŃ;39;2576.23;0.564
595;Krzysztof;Kowalczyk;gdansk;339;3549,33;1.061
596;Anna;Dąbrowski;Katowic;187;3461.00;0,125
597;Maria;Szymański;Lubln;160;3757.86;1.348
598;Andrzej;Kowalski;GDAŃSK;71;45.28 zł;1.411
599;Krzysztof;Wiśniewski;Wrocław;201;876.18;0.925
600;;Dąbrowski;;396;2 726.00;0,689
601;Barbara;Dąbrowski;Krakow ;328;1908.63;1.448
602;Joanna;Kozłowski;poznan;83;4169.15;0.794
603;Anna;Mazur;Gdansk;103;2584.81;1.328
604;Katarzyna;Kowalczyk;łódź;465;276.95;0,517
605;Michał;Mazur;Gdansk;140;1553,92;1.421
606;Marcin;Woźniak;GDAŃSK;207;551.06;0.464
607;Michał;Kamiński;Lubln;137;571.22;1.396
608;Andrzej;Szymański;lublin;399;4463.26;0,162
609;Krzysztof;Mazur;Katowic;386;391.55;0.648
610;Michał;Szymański;Poznań;133;2253,79;0.116
611;Magdalena;Kamiński;gdansk;125;4430.59;1.326
612;Maria;Mazur;Lublin;477;1541.67;1,003
613;Maria;Mazur;Lubln;431;4702.37;1.139
614;Paweł;Lewandowski;Lubln;413;1690.80;1.311
615;Tomasz;Szymański;LUBLIN;69;1073,13;1.055
616;Barbara;Nowak;Warszwa;294;3342.38;90%
617;Michał;Wójcik;Poznan;78;1118.68;1.29
618;Agnieszka;Szymański;Krakow;461;177.02;1.458
619;Michał;Kowalczyk;LODZ;314;4482.36;1.097
620;Krzysztof;Woźniak;Wroclaw;159;478,26;1,046
621;Piotr;Kamiński;Wwa;265;370.18 zł;1.274
622;Paweł;Wójcik; Warszawa;323;3822.29;0.726
623;Anna;Zieliński;Warszawa;276;4138.68;0.255
624;Agnieszka;Kowalczyk;gdansk;272;2846.57;0,405
625;Marcin;Kowalczyk;warszawa;399;873,46;1.235
626;Krzysztof;Lewandowski;Gdańsk;489;3153.75;1.114
627;Maria;Lewandowski;Lubln;116;3336.89;1.334
628;Anna;Mazur;gdansk;337;4931.40;0,2
629;Ewa;Woźniak;LODZ;233 szt;4846.22;1.333
630;Andrzej;Wójcik;Gdansk;58;2020,36;
631;Marcin;Nowak; Warszawa;399;996.54;1.085
632;Marcin;Mazur;Poznan;287;3780.17;1,273
633;Magdalena;Kozłowski;Wwa;370;3069.42;0.122
634;Joanna;Wójcik;Lublin;428;4319.18;1.111
635;Krzysztof;Szymański;Gdansk;290;3164,82;1.488
636;Magdalena;Nowak;Wwa;90;3459.69;0,689
637;Jan;Mazur;Katowice;-176;542.43;0.315
638;Ewa;Zieliński;Krakow;407;1599.44;1.356
639;Tomasz;Kwiatkowski;Kraków ;289;1263.68;0.644
640;Joanna;KOWALCZYK;warszawa;364;1398,77;1,241
641;Barbara;Mazur;lublin;416;4482.90;0.711
642;Tomasz;Kowalski;krakow;373;2930.88;0.63
643;Jan;Kwiatkowski;KRAKÓW;400;225.82;1.345
644;Piotr;Kwiatkowski;gdansk;320;2802.33 zł;0,746
645;Marcin;Kowalski;Wroclaw;464;1779,41;1.234.5
646;Maria;Woźniak;Lodz;226;2287.47;0.92
647;Andrzej;Mazur;Kraków ;371;3598.75;1.306
648;Katarzyna;Lewandowski;WROCŁAW;355;4404.32;0,948
649;Maria;Zieliński;Lublin;359;1200.62;1.482
650;  Agnieszka ;Kowalski;lublin;abc;3695,06;1.007
651;Agnieszka;Nowak;Wrocław;20;2338.01;0.663
652;Agnieszka;Mazur;Warszawa ;327;2894.52;0,679
653;Anna;Wiśniewski;Katowice;246;3788.03;0.245
654;Maria;Wiśniewski;Łodz;84;3083.35;0.553
655;Michał;Kowalski;Kraków;285;3244,79;0.22
656;Piotr;Kozłowski;Wwa;280;3079.27;0,74
657;jan;Szymański;Wrocław;96;4150.02;1.236
658;Andrzej;Wójcik;Krakow ;333;3680.38;1.04
659;Maria;Woźniak;Kraków ;267;1769.11;0.232
660;Agnieszka;Kwiatkowski;Kraków;;1 377.25;0,533
661;Magdalena;Wiśniewski;KATOWICE;394;968.22;0.21
662;Anna;Nowak;WROCŁAW;234;4918.81;1.393
663;Marcin;Mazur;Kraków;429;303.93;1.121
664;Tomasz;Kwiatkowski;Lublin;93;3097.41;0,511
665;Krzysztof;Kozłowski;łódź;404;1509,67;0.588
666;Paweł;Lewandowski;krakow;227 szt;0;1.425
667;Ewa;Mazur;gdansk;412;1256.24 zł;0.677
668;Jan;Kamiński;wroclaw;472;4082.18;0,102
669;Agnieszka;Kamiński;Kraków ;83;533.22;1.256
670;Paweł;Lewandowski;gdansk;33;2691,03;1.452
671;Katarzyna;Wójcik;Wwa;340;2696.65;1.413
672;Barbara;Szymański;Krakow ;109;1098.12;1,157
673;Jan;Kozłowski;POZNAŃ;367;600.47;1.427
674;Andrzej;Woźniak;łódź;386;1960.67;0.578
675;Jan;Nowak;wroclaw;317;4821,92;1.001
676;Tomasz;Dąbrowski;Kraków ;35;3477.63;0,525
677;Piotr;Kozłowski;Kraków ;8;376.51;0.204
678;Maria;Kozłowski;KATOWICE;472;3849.48;0.349
679;Maria;Kowalczyk;POZNAŃ;210;3486.89;0.343
680;Maria;Kwiatkowski;KATOWICE;166;4163,11;0,143
681;Agnieszka;Nowak;wroclaw;344;1684.37;0.975
682;Marcin;Nowak;krakow;401;3299.65;0.922
683;Krzysztof;Wiśniewski;warszawa;247;494.54;1.476
684;Michał;Kowalczyk;Kraków ;299;1124.06;0,191
685;Jan;Kowalczyk;łódź;187;2715,48;0.347
686;Joanna;Mazur;poznan;188;839.49;1.028
687;Agnieszka;Mazur;łódź;390;1910.06;1.171
688;Agnieszka;Dąbrowski;Wroclaw;391;1927.06;0,611
689;Ewa;Kowalczyk;Warszawa;51;3321.54;1.271
690;Agnieszka;Kowalczyk; Warszawa;225;2442,26 zł;0.254
691;Ewa;Nowak;Lublin;249;2402.81;0.343
692;Agnieszka;Lewandowski;Katowice;61;962.04;0,473
693;Andrzej;Zieliński;wroclaw;285;295.88;0.813
694;Ewa;Kozłowski;WROCŁAW;57;308.91;0.705
695;Anna;Wójcik;Łodz;443;1588,20;0.242
696;Ewa;Kowalczyk;Katowic;402;3659.32;0,204
697;Andrzej;Dąbrowski;Gdańsk;106;1410.34;1.205
698;Piotr;Nowak;Katowic;132;908.06;0.115
699;Jan;Dąbrowski;Katowice;276;3245.66;1.182
700;  Tomasz ;Dąbrowski  ;Gdansk;199;4020,14;1,424
701;Anna;Kwiatkowski;Gdansk;359;1142.18;0.937
702;Piotr;Zieliński;Wrocław;147;2200.69;0.297
703;Marcin;Kowalczyk;Gdansk;481 szt;340.50;0.135
704;Katarzyna;KOWALSKI;GDAŃSK;120;338.46;62%
705;Ewa;Dąbrowski;Wroclaw;99;4171,26;0.383
706;Andrzej;Kowalczyk;wroclaw;17;2040.83;0.58
707;Jan;Woźniak;Gdansk;123;4141.86;0.1
708;Krzysztof;Woźniak;Katowic;288;2743.83;0,641
709;Krzysztof;Wójcik;Krakow;492;2085.97;1.375
710;Tomasz;Woźniak;Gdańsk;86;1179,21;0.335
711;Andrzej;Mazur;LUBLIN;455;2855.15;0.412
712;Tomasz;Kozłowski;POZNAŃ;49;267.44;1,381
713;Maria;Kowalski;Poznań;148;3769.80 zł;0.345
714;Tomasz;Lewandowski;Kraków ;193;4245.59;1.23
715;Maria;Zieliński;WROCŁAW;337;2656,78;1.052
716;Joanna;Szymański;WROCŁAW;39;2965.01;0,455
717;Michał;Wiśniewski;Poznan;211;1837.68;0.833
718;Piotr;Kozłowski;Warszawa ;350;2363.69;1.041
719;Jan;Zieliński;KATOWICE;348;3806.30;1.438
720;;Zieliński;Gdansk;221;453.86;1,459
721;Barbara;Lewandowski;Lodz;190;3678.99;0.604
722;Ewa;Mazur;Gdansk;114;3202.59;1.33
723;Maria;Kowalski;LODZ;316;2109.72;0.209
724;Andrzej;Kamiński;gdansk;361;3794.52;0,54
725;Ewa;Kozłowski;Wwa;347;;0.652
726;Maria;Dąbrowski;Poznan;325;1250.37;0.929
727;Marcin;Kamiński;poznan;84;4109.66;0.942
728;Anna;Wójcik;Warszawa ;-274;2067.16;0,885
729;Jan;Nowak;Warszwa;89;438.04;0.448
730;katarzyna;Wójcik;łódź;462;3558,39;1.482
731;Jan;Kowalski;Kraków;479;451.57;0.378
732;Ewa;Kamiński;Kraków ;179;1607.59;0,684
733;Ewa;Kwiatkowski;poznan;29;4636.84;0.47
734;Krzysztof;Nowak;Kraków ;27;3486.17;0.468
735;Paweł;Kamiński;katowice;97;3029,83;
736;Anna;Mazur;LODZ;198;1482.77 zł;0,123
737;Magdalena;Mazur;KRAKÓW;49;337.53;0.313
738;Andrzej;Mazur;katowice;319;475.68;1.029
739;Barbara;Wiśniewski;warszawa;478;2916.65;0.251
740;Andrzej;Wójcik;POZNAŃ;268 szt;2670,43;1,114
741;Jan;Wójcik;warszawa;263;1461.12;0.996
742;Andrzej;Woźniak;Wroclaw;105;4931.38;1.493
743;Krzysztof;Wiśniewski;Łódź;116;2320.02;0.574
744;Magdalena;Lewandowski;gdansk;29;3875.40;0,542
745;Magdalena;Kowalski;Gdansk;78;884,66;0.981
746;Agnieszka;Zieliński;warszawa;165;606.73;0.81
747;Joanna;Dąbrowski;KATOWICE;398;383.95;1.023
748;Michał;Lewandowski;Katowice;130;4019.60;0,819
749;Andrzej;Kamiński;Katowic;395;3528.78;0.849
750;  Paweł ;Woźniak;Warszawa;394;2284,08;0.992
751;Krzysztof;Wiśniewski;Warszwa;484;4549.18;0.281
752;Andrzej;Dąbrowski;WARSZAWA;337;352.01;1,151
753;Paweł;Lewandowski;krakow;202;3490.26;1.102
754;Anna;Kowalski;Poznan;272;541.68;0.199
755;Katarzyna;Kwiatkowski;lublin;123;876,68;1.171
756;Barbara;Kozłowski;gdansk;64;4456.66;0,741
757;Maria;Nowak;POZNAŃ;243;1140.10;0.359
758;Magdalena;Mazur;Katowic;367;1017.31;1.202
759;Marcin;Zieliński;Kraków ;174;4012.79 zł;0.139
760;Ewa;Kwiatkowski;Łodz;165;1574,08;1,121
761;Paweł;Dąbrowski;WROCŁAW;29;4110.15;1.308
762;Joanna;Kowalski;Poznań;461;197.24;1.497
763;Agnieszka;Kwiatkowski;gdansk;487;1835.53;0.625
764;Joanna;Lewandowski;LUBLIN;57;4714.36;0,118
765;Barbara;Mazur;Wrocław;456;3643,03;1.157
766;Magdalena;Kowalczyk;GDAŃSK;224;4200.12;0.287
767;Paweł;Dąbrowski;WARSZAWA;459;4220.88;1.287
768;Tomasz;KWIATKOWSKI;Warszwa;446;4214.77;1,471
769;Paweł;Zieliński;katowice;374;1708.79;0.449
770;Maria;Nowak;Gdańsk;;3984,78;0.418
771;Piotr;Woźniak;KRAKÓW;380;272.18;1.304
772;Michał;Kowalczyk;Katowic;159;3196.78;1,342
773;Ewa;Kamiński;gdansk;379;4370.99;0.903
774;Maria;Woźniak;KRAKÓW;229;2087.90;1.333
775;Agnieszka;Wójcik;wroclaw;278;1822,77;1.442
776;Maria;Dąbrowski; Warszawa;303;2850.48;0,133
776;Tomasz;Lewandowski;krakow;269 szt;1462.06;0.821
778;Joanna;Nowak;Wrocław;113;1839.96;1.419
779;Barbara;Wiśniewski;Lublin;477;2089.91;0.558
780;Paweł;Szymański;LODZ;abc;3 763.38;0,115
781;Tomasz;Woźniak;lublin;94;97.56;1.009
782;Maria;Kwiatkowski;Gdańsk;474;286.57 zł;0.807
783;Marcin;Szymański;katowice;287;1074.76;0.314
784;Andrzej;Mazur; Warszawa;70;3014.54;0,463
785;Krzysztof;Wójcik;lublin;263;3146,11;0.176
786;Jan;Mazur;Gdansk;384;3916.10;0.854
787;Agnieszka;Szymański;Lodz;309;882.67;1.321
788;Maria;Kozłowski;katowice;140;4181.84;0,694
789;Anna;Zieliński; Warszawa;446;440.83;0.197
790;Barbara;Wiśniewski;GDAŃSK;88;3197,16;1.497
791;Paweł;Lewandowski;Wroclaw;117;814.52;0.674
792;Barbara;Kowalczyk;Poznan;326;1100.37;21%
793;Marcin;Woźniak;Gdańsk;259;1487.71;0.685
794;Andrzej;Mazur;Katowic;484;1392.68;0.826
795;Ewa;Woźniak;Łodz;87;1172,24;0.592
796;Michał;Nowak;Lublin;182;3672.92;0,57
797;Michał;Dąbrowski;LODZ;443;4174.70;0.867
798;Anna;Kwiatkowski;KATOWICE;261;3153.47;1.388
799;Michał;Lewandowski;Poznan;284;3265.46;1.145
800;  Jan ;Dąbrowski;;348;4259,36;1,207
801;Agnieszka;Kamiński;Łodz;283;2018.60;0.355
802;Maria;Wiśniewski;Warszawa ;166;4034.70;0.717
803;krzysztof;Kamiński;WARSZAWA;282;2664.53;1.401
804;Ewa;Nowak;gdansk;199;3052.49;0,891
805;Krzysztof;Kowalski;GDAŃSK;35;1820,67 zł;1.378
806;Jan;Kowalczyk;gdansk;421;2480.22;1.415
807;Michał;Kowalski;krakow;108;306.79;1.228
808;Tomasz;Kowalczyk;Wroclaw;30;2188.76;0,271
809;Maria;Wiśniewski;krakow;223;4189.26;0.156
810;Ewa;Kwiatkowski;Lubln;48;3151,54;1.092
811;Katarzyna;Woźniak;łódź;20;429.69;0.325
812;Anna;Kowalski;Gdansk;58;2322.19;0,25
813;Marcin;Woźniak;Gdansk;185;613.23;1.3
814;Paweł;Lewandowski;LUBLIN;229 szt;1170.90;1.464
815;Katarzyna;Wiśniewski;Lodz;407;1761,57;1.132
816;Anna;Zieliński;Warszwa;226;2741.17;1,338
817;Jan;Zieliński;Katowice;308;3170.32;1.024
818;Tomasz;Kwiatkowski;Warszwa;288;2587.53;0.795
819;Michał;Wiśniewski;Warszawa ;-411;4614.76;1.082
820;Jan;Kwiatkowski;GDAŃSK;362;3349,89;0,898
821;Barbara;Kamiński;katowice;162;4476.24;0.367
822;Marcin;Mazur;Warszawa ;353;1638.27;0.999
823;Krzysztof;Mazur;Gdansk;294;4289.78;0.784
824;Krzysztof;Kwiatkowski;KRAKÓW;477;4144.93;0,165
825;Barbara;Mazur;Kraków ;213;4536,99;0.921
826;Barbara;Kozłowski;Warszawa;302;3887.63;0.244
827;Krzysztof;Nowak;Lubln;452;3634.62;0.459
828;Andrzej;Dąbrowski;Gdańsk;19;2474.34 zł;1,111
829;Marcin;Nowak;poznan;401;1858.86;1.388
830;Barbara;Mazur;POZNAŃ;330;4319,29;0.662
831;Ewa;Nowak;Wwa;429;733.03;1.051
832;Anna;WOŹNIAK;łódź;327;4258.11;1,301
833;Krzysztof;Kwiatkowski; Warszawa;245;137.58;0.215
834;Anna;Wójcik;Katowic;449;3596.30;1.121
835;Paweł;Kwiatkowski;Lodz;331;4075,32;0.268
836;Katarzyna;Kwiatkowski;poznan;85;827.33;1,402
837;Ewa;Kwiatkowski;wroclaw;133;4563.92;0.41
838;Magdalena;Mazur;Krakow ;197;2669.46;1.297
839;Andrzej;Wójcik;KRAKÓW;468;2353.56;0.538
840;;Kozłowski  ;lublin;335;2 321.99;
841;Marcin;Kowalczyk;Łodz;351;607.48;0.546
842;Katarzyna;Wiśniewski;Katowic;253;4666.79;0.889
843;Maria;Szymański;KATOWICE;84;1720.60;0.233
844;Michał;Nowak;LODZ;299;1420.24;0,562
845;Katarzyna;Kamiński;WARSZAWA;105;2296,92;1.439
846;Andrzej;Dąbrowski;gdansk;247;4747.51;0.988
847;Katarzyna;Kamiński;Wroclaw;154;1472.44;1.094
848;Piotr;Lewandowski;warszawa;284;363.87;0,821
849;Maria;Mazur;Wrocław;351;1440.62;0.241
850;  Marcin ;Dąbrowski;WARSZAWA;26;4874,85;0.223
851;Krzysztof;Kamiński;Warszawa ;213 szt;1756.64 zł;1.094
852;Katarzyna;Kowalski;Wroclaw;464;4163.12;0,242
853;Maria;Kowalczyk;GDAŃSK;208;4963.35;0.138
854;Barbara;Nowak;Poznan;220;1827.49;1.027
855;Jan;Kowalski;Lubln;83;1865,27;0.612
856;Tomasz;Kamiński;gdansk;279;716.90;0,321
857;Tomasz;Nowak;krakow;159;2518.98;0.904
858;Ewa;Lewandowski;Katowice;373;299.89;0.692
859;Agnieszka;Mazur;warszawa;459;4121.63;0.438
860;Piotr;Kwiatkowski;Katowic;220;1684,24;1.234.5
861;Agnieszka;Dąbrowski; Warszawa;258;1201.81;0.153
862;Katarzyna;Wójcik;Krakow;43;3872.16;1.156
863;Paweł;Dąbrowski;KRAKÓW;387;1549.52;0.817
864;Andrzej;Wójcik;Lodz;157;2165.44;1,404
865;Maria;Kozłowski;lublin;301;236,63;0.271
866;Katarzyna;Kwiatkowski;WARSZAWA;260;207.73;0.167
867;Marcin;Szymański;lublin;118;3351.28;0.707
868;Andrzej;Nowak;WROCŁAW;2;3511.13;1,027
869;Maria;Wójcik;Lublin;275;3440.31;1.491
870;Paweł;Wójcik;poznan;114;;0.683
871;Barbara;Nowak;Łódź;37;293.69;0.369
872;Krzysztof;Dąbrowski;KRAKÓW;258;3405.43;0,454
873;Maria;Dąbrowski;Katowic;150;326.68;0.925
874;Ewa;Wiśniewski;Łódź;248;2192.28 zł;1.024
875;Jan;Kozłowski;Łodz;500;3600,31;1.205
876;piotr;Nowak;Gdansk;28;1112.77;1,428
877;Krzysztof;Kamiński;łódź;209;3563.96;0.488
878;Andrzej;Zieliński;Łódź;68;466.41;1.117
879;Agnieszka;Dąbrowski;łódź;368;593.77;1.231
880;Piotr;Dąbrowski;Wrocław;;221,17;59%
881;Magdalena;Woźniak;GDAŃSK;497;4770.90;1.199
882;Marcin;Kowalczyk;WROCŁAW;373;1693.57;0.623
883;Agnieszka;Woźniak;Poznan;258;121.68;0.702
884;Katarzyna;Kowalski;poznan;61;3852.55;1,085
885;Joanna;Szymański;katowice;361;4628,77;0.815
886;Michał;Szymański;poznan;206;4151.80;0.145
887;Krzysztof;Zieliński;Gdansk;374;2265.63;0.601
888;Magdalena;Zieliński;Gdańsk;387 szt;1808.29;1,016
889;Agnieszka;Mazur;LUBLIN;326;1838.58;0.123
890;Anna;Kamiński;GDAŃSK;17;2192,95;0.952
891;Magdalena;Mazur;wroclaw;173;2366.43;1.108
892;Katarzyna;Zieliński;Krakow;101;1356.59;0,782
893;Tomasz;Kamiński;Lubln;148;2111.93;0.54
894;Katarzyna;Kozłowski;łódź;144;312.73;1.045
895;Agnieszka;Kamiński;Warszwa;89;4454,74;0.698
896;Marcin;WIŚNIEWSKI;Gdańsk;58;4514.92;0,715
897;Michał;Woźniak;Poznań;201;1956.38 zł;0.631
898;Jan;Kozłowski;Gdańsk;390;1612.12;0.277
899;Anna;Woźniak;Wroclaw;11;2901.25;0.902
900;  Agnieszka ;Kowalczyk;krakow;363;4 278.12;1,373
901;Agnieszka;Zieliński;Gdańsk;19;2862.42;0.822
902;Piotr;Szymański;Katowice;122;1071.92;0.536
903;Barbara;Kamiński;warszawa;60;1666.33;0.659
904;Barbara;Wójcik;Gdansk;194;3172.06;0,828
905;Magdalena;Kowalczyk;Katowic;240;4935,16;0.176
906;Michał;Zieliński;Wroclaw;399;2999.98;0.757
907;Michał;Wiśniewski;Krakow;389;3765.90;0.717
908;Piotr;Kowalczyk;katowice;355;20.69;0,231
909;Piotr;Wiśniewski;Gdańsk;222;2057.61;0.738
910;Joanna;Szymański;Gdansk;abc;2557,90;0.791
911;Joanna;Kowalczyk;Wroclaw;450;1943.80;1.287
