nr_zamowienia;data_zamowienia;klient;miasto;wojewodztwo;kategoria;produkt;ilosc;cena_jedn;rabat_proc;wartosc;status
ZAM/2024/00185;2024-03-12;Michał Dąbrowski;Łódź;łódzkie;Zabawki;Gra planszowa;1;749,15;15;636,78;Zrealizowane
ZAM/2024/00186;2024-08-05;Aleksandra Michalski;Gdańsk;pomorskie;Ogród;Wąż ogrodowy;33;4847,05;0;159952,65;Zwrot
ZAM/2024/00187;2025-03-22;Andrzej Kwiatkowski;Lublin;lubelskie;Spożywcze;Oliwa z oliwek;39;2710,42;0;105706,38;Zrealizowane
ZAM/2024/00188;2025-06-24;Andrzej Krawczyk;Poznań;wielkopolskie;Elektronika;Tablet Mini;4;4658,72;0;18634,88;Zwrot
ZAM/2024/00189;2024-12-02;Krzysztof Michalski;Gdańsk;pomorskie;Spożywcze;Oliwa z oliwek;36;2016,45;20;58073,76;Zwrot
ZAM/2024/00190;2024-04-23;Agnieszka Kamiński;Białystok;podlaskie;Odzież;Kurtka zimowa;7;2562,89;0;17940,23;W trakcie
ZAM/2024/00191;2024-02-09;Paweł Szymański;Szczecin;zachodniopomorskie;Zabawki;Samochód RC;14;2686,23;20;30085,78;W trakcie
ZAM/2024/00192;2025-05-15;Krzysztof Zieliński;Kraków;małopolskie;AGD;Czajnik;29;3937,76;5;108485,29;Zrealizowane
ZAM/2024/00193;2025-05-23;Anna Nowicki;Kraków;małopolskie;Odzież;Buty sportowe;12;510,68;0;6128,16;W trakcie
ZAM/2024/00194;2024-10-22;Maria Kwiatkowski;Łódź;łódzkie;Książki;Powieść kryminał;44;3089,10;5;129124,38;Zrealizowane
ZAM/2024/00195;2024-07-30;Monika Dąbrowski;Rzeszów;podkarpackie;Spożywcze;Miód;43;4971,99;5;203105,79;Anulowane
ZAM/2024/00196;2024-11-18;Krzysztof Michalski;Wrocław;dolnośląskie;Spożywcze;Herbata zielona;50;648,86;15;27576,55;Zwrot
ZAM/2024/00197;2024-02-12;Tomasz Szymański;Kraków;małopolskie;Meble;Szafa 3D;40;3118,01;0;124720,40;Zrealizowane
ZAM/2024/00198;2024-03-11;Marcin Kozłowski;Poznań;wielkopolskie;Książki;Atlas świata;10;366,53;0;3665,30;Anulowane
ZAM/2024/00199;2025-02-22;Krzysztof Krawczyk;Łódź;łódzkie;AGD;Pralka Eko;23;2574,02;5;56242,34;Zwrot
ZAM/2024/00200;2024-04-30;Magdalena Wójcik;Poznań;wielkopolskie;AGD;Odkurzacz Robot;15;4669,09;5;66534,53;Zwrot
ZAM/2024/00201;2024-08-13;Andrzej Wiśniewski;Gdańsk;pomorskie;Książki;Poradnik kuchnia;19;2925,61;15;47248,60;Anulowane
ZAM/2024/00202;2024-01-13;Aleksandra Zieliński;Warszawa;mazowieckie;Książki;Poradnik kuchnia;9;2970,56;20;21388,03;Zwrot
ZAM/2024/00203;2025-03-06;Krzysztof Dąbrowski;Kraków;małopolskie;AGD;Czajnik;43;506,14;0;21764,02;Anulowane
ZAM/2024/00204;2024-01-17;Joanna Kowalski;Rzeszów;podkarpackie;Zabawki;Klocki XXL;43;3168,65;5;129439,35;Anulowane
ZAM/2024/00205;2024-06-23;Andrzej Grabowski;Gdańsk;pomorskie;Ogród;Parasol;4;4852,32;0;19409,28;Zwrot
ZAM/2024/00206;2024-08-23;Monika Wójcik;Warszawa;mazowieckie;AGD;Odkurzacz Robot;42;2012,43;15;71843,75;W trakcie
ZAM/2024/00207;2025-05-24;Joanna Kowalczyk;Szczecin;zachodniopomorskie;Książki;Powieść kryminał;48;3975,18;0;190808,64;Anulowane
ZAM/2024/00208;2025-04-30;Maria Kwiatkowski;Katowice;śląskie;Odzież;Kurtka zimowa;24;4299,83;20;82556,74;Zrealizowane
ZAM/2024/00209;2024-12-25;Barbara Nowicki;Szczecin;zachodniopomorskie;AGD;Pralka Eko;20;4994,55;10;89901,90;Zrealizowane
ZAM/2024/00210;2024-08-31;Tomasz Wiśniewski;Szczecin;zachodniopomorskie;Meble;Szafa 3D;23;3889,60;0;89460,80;Zwrot
ZAM/2024/00211;2025-04-22;Anna Lewandowski;Bydgoszcz;kujawsko-pomorskie;Ogród;Kosiarka;36;531,47;0;19132,92;W trakcie
ZAM/2024/00212;2024-05-27;Łukasz Grabowski;Łódź;łódzkie;Książki;Album sztuki;40;4817,50;15;163795,00;Zwrot
ZAM/2024/00213;2024-01-11;Agnieszka Kowalczyk;Kraków;małopolskie;Książki;Atlas świata;19;2660,05;0;50540,95;Zrealizowane
ZAM/2024/00214;2025-05-20;Magdalena Nowicki;Białystok;podlaskie;Elektronika;Monitor 27;27;1504,41;0;40619,07;Zrealizowane
ZAM/2024/00215;2025-03-05;Paweł Piotrowski;Wrocław;dolnośląskie;Odzież;Sweter;33;4636,07;0;152990,31;Anulowane
ZAM/2024/00216;2024-09-30;Aleksandra Szymański;Wrocław;dolnośląskie;Zabawki;Klocki XXL;28;3960,55;5;105350,63;Zwrot
ZAM/2024/00217;2024-12-07;Andrzej Wójcik;Warszawa;mazowieckie;Meble;Regał;4;824,64;5;3133,63;Anulowane
ZAM/2024/00218;2025-02-13;Agnieszka Wójcik;Rzeszów;podkarpackie;Zabawki;Klocki XXL;21;1804,39;0;37892,19;Zwrot
ZAM/2024/00219;2024-01-10;Joanna Kwiatkowski;Bydgoszcz;kujawsko-pomorskie;AGD;Pralka Eko;45;2970,87;0;133689,15;Anulowane
ZAM/2024/00220;2024-11-04;Marcin Michalski;Bydgoszcz;kujawsko-pomorskie;Elektronika;Słuchawki BT;12;2493,17;10;26926,24;Zrealizowane
ZAM/2024/00221;2024-04-05;Marcin Szymański;Bydgoszcz;kujawsko-pomorskie;Meble;Komoda;42;4301,65;5;171635,83;Anulowane
ZAM/2024/00222;2024-04-09;Piotr Mazur;Wrocław;dolnośląskie;Meble;Szafa 3D;3;1593,62;20;3824,69;Anulowane
ZAM/2024/00223;2024-10-16;Anna Piotrowski;Warszawa;mazowieckie;Książki;Album sztuki;6;2764,92;0;16589,52;W trakcie
ZAM/2024/00224;2024-01-06;Ewa Kwiatkowski;Gdańsk;pomorskie;AGD;Lodówka XL;6;2208,18;20;10599,26;Zwrot
ZAM/2024/00225;2025-04-03;Barbara Wójcik;Katowice;śląskie;Zabawki;Klocki XXL;8;4783,28;0;38266,24;Zrealizowane
ZAM/2024/00226;2024-05-01;Michał Woźniak;Rzeszów;podkarpackie;AGD;Lodówka XL;7;2079,94;10;13103,62;Zrealizowane
ZAM/2024/00227;2024-06-07;Krzysztof Piotrowski;Lublin;lubelskie;Elektronika;Monitor 27;25;1009,44;15;21450,60;Zwrot
ZAM/2024/00228;2025-03-23;Michał Grabowski;Katowice;śląskie;AGD;Czajnik;48;4276,10;20;164202,24;Anulowane
ZAM/2024/00229;2024-07-25;Jan Kozłowski;Łódź;łódzkie;Zabawki;Samochód RC;38;4016,73;15;129740,38;Zwrot
ZAM/2024/00230;2025-04-18;Joanna Pawłowski;Łódź;łódzkie;Ogród;Wąż ogrodowy;21;461,13;5;9199,54;Anulowane
ZAM/2024/00231;2024-12-25;Barbara Pawłowski;Warszawa;mazowieckie;Meble;Fotel biurowy;17;1894,07;15;27369,31;Zwrot
ZAM/2024/00232;2024-03-07;Monika Kamiński;Lublin;lubelskie;Ogród;Wąż ogrodowy;32;596,53;0;19088,96;Zrealizowane
ZAM/2024/00233;2024-11-09;Robert Kowalczyk;Warszawa;mazowieckie;Zabawki;Gra planszowa;11;2762,00;0;30382,00;W trakcie
ZAM/2024/00234;2025-04-02;Joanna Woźniak;Kraków;małopolskie;Spożywcze;Herbata zielona;14;4930,41;20;55220,59;Anulowane
ZAM/2024/00235;2024-05-03;Katarzyna Lewandowski;Bydgoszcz;kujawsko-pomorskie;Odzież;Buty sportowe;45;1629,03;0;73306,35;Anulowane
ZAM/2024/00236;2024-04-23;Agnieszka Kozłowski;Warszawa;mazowieckie;Odzież;Sweter;17;3342,16;0;56816,72;W trakcie
ZAM/2024/00237;2024-09-25;Ewa Wiśniewski;Poznań;wielkopolskie;Elektronika;Słuchawki BT;18;4717,71;0;84918,78;W trakcie
ZAM/2024/00238;2024-05-14;Aleksandra Wiśniewski;Szczecin;zachodniopomorskie;Odzież;Sweter;49;3303,15;10;145668,92;Anulowane
ZAM/2024/00239;2024-02-25;Barbara Kozłowski;Białystok;podlaskie;Spożywcze;Oliwa z oliwek;29;3434,15;0;99590,35;Anulowane
ZAM/2024/00240;2024-12-23;Agnieszka Wiśniewski;Szczecin;zachodniopomorskie;AGD;Czajnik;43;3716,45;0;159807,35;Zrealizowane
ZAM/2024/00241;2024-05-02;Marcin Kozłowski;Poznań;wielkopolskie;Zabawki;Lalka;4;4746,50;15;16138,10;W trakcie
ZAM/2024/00242;2024-01-31;Barbara Pawłowski;Łódź;łódzkie;AGD;Odkurzacz Robot;34;3400,46;0;115615,64;Anulowane
ZAM/2024/00243;2025-05-25;Marcin Wójcik;Lublin;lubelskie;Odzież;Sukienka;13;402,67;5;4972,97;Zrealizowane
ZAM/2024/00244;2024-05-18;Magdalena Szymański;Gdańsk;pomorskie;Spożywcze;Czekolada;10;4880,36;20;39042,88;Zwrot
ZAM/2024/00245;2024-01-21;Aleksandra Piotrowski;Bydgoszcz;kujawsko-pomorskie;Zabawki;Lalka;6;3848,49;0;23090,94;Zrealizowane
ZAM/2024/00246;2024-04-24;Magdalena Woźniak;Warszawa;mazowieckie;Książki;Powieść kryminał;10;4150,42;15;35278,57;Zrealizowane
ZAM/2024/00247;2024-01-01;Joanna Wiśniewski;Wrocław;dolnośląskie;Książki;Atlas świata;27;1759,37;0;47502,99;Zwrot
ZAM/2024/00248;2024-01-16;Agnieszka Szymański;Warszawa;mazowieckie;Zabawki;Gra planszowa;47;1683,54;15;67257,42;Zwrot
ZAM/2024/00249;2024-08-28;Barbara Kamiński;Wrocław;dolnośląskie;Odzież;Koszula bawełna;17;2262,26;0;38458,42;W trakcie
ZAM/2024/00250;2024-08-31;Aleksandra Szymański;Bydgoszcz;kujawsko-pomorskie;Meble;Regał;2;930,76;0;1861,52;Anulowane
ZAM/2024/00251;2025-06-05;Paweł Lewandowski;Białystok;podlaskie;Elektronika;Smartfon X;35;472,01;15;14042,30;W trakcie
ZAM/2024/00252;2025-03-28;Marcin Nowak;Lublin;lubelskie;Odzież;Buty sportowe;43;1788,73;0;76915,39;W trakcie
ZAM/2024/00253;2025-03-05;Agnieszka Dąbrowski;Wrocław;dolnośląskie;Książki;Poradnik kuchnia;36;2970,55;15;90898,83;Zwrot
ZAM/2024/00254;2024-01-15;Anna Piotrowski;Warszawa;mazowieckie;Książki;Powieść kryminał;28;4573,50;0;128058,00;W trakcie
ZAM/2024/00255;2024-06-12;Ewa Zieliński;Gdańsk;pomorskie;Zabawki;Lalka;9;717,36;15;5487,80;Zrealizowane
ZAM/2024/00256;2024-07-16;Agnieszka Kowalczyk;Rzeszów;podkarpackie;Spożywcze;Oliwa z oliwek;24;1867,83;0;44827,92;W trakcie
ZAM/2024/00257;2024-03-14;Katarzyna Kozłowski;Białystok;podlaskie;Elektronika;Laptop Pro;20;1613,16;10;29036,88;Anulowane
ZAM/2024/00258;2025-06-23;Robert Nowicki;Bydgoszcz;kujawsko-pomorskie;Ogród;Parasol;17;4736,15;0;80514,55;Zrealizowane
ZAM/2024/00259;2024-03-19;Magdalena Grabowski;Łódź;łódzkie;Odzież;Buty sportowe;41;2846,49;0;116706,09;Zwrot
ZAM/2024/00260;2024-12-24;Aleksandra Piotrowski;Katowice;śląskie;Elektronika;Smartfon X;10;4720,88;15;40127,48;Zwrot
ZAM/2024/00261;2025-02-14;Monika Nowak;Poznań;wielkopolskie;Odzież;Kurtka zimowa;12;2011,94;20;19314,62;Zrealizowane
ZAM/2024/00262;2024-01-25;Agnieszka Kwiatkowski;Katowice;śląskie;AGD;Odkurzacz Robot;2;920,98;0;1841,96;Anulowane
ZAM/2024/00263;2024-02-12;Paweł Szymański;Bydgoszcz;kujawsko-pomorskie;Zabawki;Samochód RC;17;3123,30;0;53096,10;Anulowane
ZAM/2024/00264;2024-05-27;Łukasz Pawłowski;Bydgoszcz;kujawsko-pomorskie;Książki;Biografia;35;2938,55;0;102849,25;Zwrot
ZAM/2024/00265;2024-08-26;Aleksandra Kamiński;Katowice;śląskie;Meble;Stół dębowy;47;1574,45;10;66599,24;Zwrot
ZAM/2024/00266;2024-06-10;Paweł Woźniak;Białystok;podlaskie;AGD;Pralka Eko;23;2402,55;0;55258,65;Zwrot
ZAM/2024/00267;2024-01-02;Ewa Mazur;Poznań;wielkopolskie;Ogród;Parasol;41;2847,63;0;116752,83;Anulowane
ZAM/2024/00268;2025-05-24;Ewa Nowak;Białystok;podlaskie;Odzież;Kurtka zimowa;18;2697,12;0;48548,16;Anulowane
ZAM/2024/00269;2024-02-21;Agnieszka Pawłowski;Lublin;lubelskie;Elektronika;Słuchawki BT;13;4515,11;10;52826,79;Zwrot
ZAM/2024/00270;2024-12-27;Monika Nowak;Kraków;małopolskie;Ogród;Wąż ogrodowy;10;1460,16;20;11681,28;Anulowane
ZAM/2024/00271;2024-07-20;Marcin Krawczyk;Poznań;wielkopolskie;Odzież;Koszula bawełna;47;3561,14;20;133898,86;W trakcie
ZAM/2024/00272;2024-04-30;Ewa Woźniak;Rzeszów;podkarpackie;Spożywcze;Kawa ziarnista;2;4781,25;15;8128,12;Zwrot
ZAM/2024/00273;2025-02-13;Piotr Kamiński;Kraków;małopolskie;Meble;Szafa 3D;25;1560,03;0;39000,75;Anulowane
ZAM/2024/00274;2024-05-08;Anna Kwiatkowski;Lublin;lubelskie;Książki;Powieść kryminał;37;1329,57;5;46734,39;W trakcie
ZAM/2024/00275;2025-01-28;Joanna Nowak;Warszawa;mazowieckie;Odzież;Sukienka;15;1161,88;10;15685,38;W trakcie
ZAM/2024/00276;2025-06-12;Barbara Dąbrowski;Katowice;śląskie;Meble;Stół dębowy;2;3242,71;15;5512,61;Anulowane
ZAM/2024/00277;2024-12-02;Anna Kowalski;Poznań;wielkopolskie;Meble;Komoda;50;292,91;0;14645,50;W trakcie
ZAM/2024/00278;2025-06-19;Ewa Wiśniewski;Warszawa;mazowieckie;AGD;Czajnik;4;2370,41;15;8059,39;W trakcie
ZAM/2024/00279;2024-10-22;Marcin Pawłowski;Gdańsk;pomorskie;Spożywcze;Oliwa z oliwek;21;1997,56;0;41948,76;Anulowane
ZAM/2024/00280;2024-10-29;Robert Nowicki;Lublin;lubelskie;Spożywcze;Oliwa z oliwek;16;3950,38;0;63206,08;Zwrot
ZAM/2024/00281;2025-03-19;Ewa Kwiatkowski;Białystok;podlaskie;Meble;Regał;35;2104,14;0;73644,90;Zrealizowane
ZAM/2024/00282;2024-07-12;Katarzyna Nowak;Bydgoszcz;kujawsko-pomorskie;Odzież;Koszula bawełna;36;4845,08;20;139538,30;Anulowane
ZAM/2024/00283;2024-10-01;Anna Nowak;Katowice;śląskie;Elektronika;Monitor 27;7;4759,83;0;33318,81;Zrealizowane
ZAM/2024/00284;2024-03-13;Jan Szymański;Katowice;śląskie;Ogród;Kosiarka;28;2496,12;20;55913,09;Zwrot
ZAM/2024/00285;2024-09-02;Aleksandra Kwiatkowski;Warszawa;mazowieckie;AGD;Czajnik;9;1233,65;10;9992,57;Zwrot
ZAM/2024/00286;2024-01-18;Michał Wiśniewski;Rzeszów;podkarpackie;Książki;Biografia;40;536,99;0;21479,60;Anulowane
ZAM/2024/00287;2024-05-02;Paweł Woźniak;Warszawa;mazowieckie;Spożywcze;Miód;37;2058,05;5;72340,46;Anulowane
ZAM/2024/00288;2024-02-04;Piotr Szymański;Katowice;śląskie;Spożywcze;Czekolada;43;2189,88;5;89456,60;Anulowane
ZAM/2024/00289;2024-08-04;Aleksandra Kowalski;Lublin;lubelskie;Meble;Regał;50;454,34;15;19309,45;Zwrot
ZAM/2024/00290;2025-01-20;Robert Mazur;Białystok;podlaskie;AGD;Lodówka XL;19;1151,49;10;19690,48;Zwrot
ZAM/2024/00291;2025-03-21;Marcin Woźniak;Wrocław;dolnośląskie;AGD;Czajnik;38;4899,98;0;186199,24;Zwrot
ZAM/2024/00292;2024-01-18;Barbara Kozłowski;Lublin;lubelskie;Meble;Fotel biurowy;40;1905,06;20;60961,92;Anulowane
ZAM/2024/00293;2024-07-20;Barbara Nowak;Katowice;śląskie;Elektronika;Smartfon X;42;1962,33;10;74176,07;Anulowane
ZAM/2024/00294;2025-05-04;Krzysztof Szymański;Rzeszów;podkarpackie;Książki;Album sztuki;11;4935,50;0;54290,50;Anulowane
ZAM/2024/00295;2025-06-05;Jan Szymański;Bydgoszcz;kujawsko-pomorskie;Zabawki;Gra planszowa;32;1641,91;15;44659,95;Zwrot
ZAM/2024/00296;2024-10-23;Barbara Kowalczyk;Kraków;małopolskie;Elektronika;Monitor 27;30;2653,81;5;75633,59;Zrealizowane
ZAM/2024/00297;2024-10-24;Joanna Kwiatkowski;Warszawa;mazowieckie;AGD;Pralka Eko;20;2734,20;0;54684,00;W trakcie
ZAM/2024/00298;2025-01-24;Krzysztof Kowalczyk;Gdańsk;pomorskie;Elektronika;Tablet Mini;24;1995,09;5;45488,05;Anulowane
ZAM/2024/00299;2024-09-12;Marcin Kamiński;Warszawa;mazowieckie;AGD;Pralka Eko;41;3972,38;15;138437,44;Anulowane
ZAM/2024/00300;2024-01-22;Ewa Nowak;Rzeszów;podkarpackie;Elektronika;Słuchawki BT;22;1064,39;15;19904,09;Anulowane
ZAM/2024/00301;2024-12-11;Marcin Piotrowski;Rzeszów;podkarpackie;Zabawki;Klocki XXL;29;4587,92;20;106439,74;Anulowane
ZAM/2024/00302;2025-06-01;Joanna Zieliński;Szczecin;zachodniopomorskie;Spożywcze;Miód;40;1604,26;15;54544,84;Zwrot
ZAM/2024/00303;2025-03-17;Katarzyna Kamiński;Bydgoszcz;kujawsko-pomorskie;Odzież;Sukienka;23;3026,98;0;69620,54;Anulowane
ZAM/2024/00304;2024-08-19;Ewa Kozłowski;Warszawa;mazowieckie;Spożywcze;Oliwa z oliwek;46;3347,40;20;123184,32;Zrealizowane
ZAM/2024/00305;2024-04-07;Paweł Nowak;Bydgoszcz;kujawsko-pomorskie;Zabawki;Samochód RC;39;2671,09;5;98963,88;Zrealizowane
ZAM/2024/00306;2025-03-03;Jan Michalski;Łódź;łódzkie;Meble;Fotel biurowy;43;771,87;15;28211,85;Zrealizowane
ZAM/2024/00307;2025-04-23;Magdalena Zieliński;Szczecin;zachodniopomorskie;Elektronika;Słuchawki BT;16;1806,39;0;28902,24;Anulowane
ZAM/2024/00308;2024-09-24;Jan Kowalski;Gdańsk;pomorskie;Meble;Komoda;38;870,27;0;33070,26;W trakcie
ZAM/2024/00309;2024-04-08;Ewa Grabowski;Wrocław;dolnośląskie;Meble;Regał;49;4364,84;20;171101,73;W trakcie
ZAM/2024/00310;2025-02-27;Michał Kozłowski;Szczecin;zachodniopomorskie;Meble;Komoda;29;2649,28;10;69146,21;Anulowane
ZAM/2024/00311;2024-01-23;Magdalena Woźniak;Lublin;lubelskie;Elektronika;Laptop Pro;40;2286,55;10;82315,80;Anulowane
ZAM/2024/00312;2025-04-18;Joanna Krawczyk;Kraków;małopolskie;Książki;Album sztuki;36;1140,70;10;36958,68;Zrealizowane
ZAM/2024/00313;2024-04-22;Agnieszka Nowicki;Gdańsk;pomorskie;Książki;Album sztuki;36;1556,06;20;44814,53;Anulowane
ZAM/2024/00314;2024-03-18;Monika Wójcik;Warszawa;mazowieckie;Odzież;Sukienka;46;3201,15;0;147252,90;Zwrot
ZAM/2024/00315;2024-02-27;Łukasz Kamiński;Kraków;małopolskie;Ogród;Kosiarka;44;2502,10;5;104587,78;Anulowane
ZAM/2024/00316;2024-01-19;Jan Zieliński;Rzeszów;podkarpackie;Spożywcze;Miód;5;1221,41;0;6107,05;W trakcie
ZAM/2024/00317;2025-06-19;Maria Kamiński;Poznań;wielkopolskie;Spożywcze;Herbata zielona;49;835,96;0;40962,04;W trakcie
ZAM/2024/00318;2024-07-25;Jan Kamiński;Katowice;śląskie;Zabawki;Puzzle 1000;48;930,32;15;37957,06;Zrealizowane
ZAM/2024/00319;2024-02-14;Łukasz Woźniak;Lublin;lubelskie;Meble;Komoda;46;3242,79;5;141709,92;Zrealizowane
ZAM/2024/00320;2024-09-02;Łukasz Szymański;Poznań;wielkopolskie;Spożywcze;Kawa ziarnista;5;1266,08;15;5380,84;Zwrot
ZAM/2024/00321;2024-10-23;Maria Mazur;Rzeszów;podkarpackie;Zabawki;Samochód RC;1;303,81;5;288,62;Zwrot
ZAM/2024/00322;2024-05-04;Robert Szymański;Warszawa;mazowieckie;AGD;Pralka Eko;24;4914,53;0;117948,72;Anulowane
ZAM/2024/00323;2025-02-02;Tomasz Pawłowski;Białystok;podlaskie;Odzież;Koszula bawełna;33;66,70;15;1870,93;W trakcie
ZAM/2024/00324;2025-04-04;Marcin Piotrowski;Rzeszów;podkarpackie;Elektronika;Laptop Pro;35;4324,89;0;151371,15;W trakcie
ZAM/2024/00325;2025-01-27;Andrzej Zieliński;Lublin;lubelskie;Książki;Atlas świata;49;1826,18;0;89482,82;Zrealizowane
ZAM/2024/00326;2024-05-31;Krzysztof Kamiński;Bydgoszcz;kujawsko-pomorskie;Elektronika;Laptop Pro;16;4385,96;5;66666,59;Zrealizowane
ZAM/2024/00327;2024-02-17;Tomasz Dąbrowski;Bydgoszcz;kujawsko-pomorskie;Elektronika;Tablet Mini;8;1157,56;0;9260,48;Zwrot
ZAM/2024/00328;2024-04-24;Barbara Lewandowski;Kraków;małopolskie;Odzież;Kurtka zimowa;11;4134,12;20;36380,26;Zwrot
ZAM/2024/00329;2024-06-02;Michał Pawłowski;Rzeszów;podkarpackie;AGD;Odkurzacz Robot;1;2376,73;0;2376,73;Zrealizowane
ZAM/2024/00330;2024-07-17;Paweł Kowalski;Lublin;lubelskie;Książki;Poradnik kuchnia;35;1436,94;15;42748,96;W trakcie
ZAM/2024/00331;2025-01-27;Joanna Wójcik;Białystok;podlaskie;Elektronika;Słuchawki BT;19;1491,83;0;28344,77;W trakcie
ZAM/2024/00332;2025-02-06;Paweł Szymański;Kraków;małopolskie;AGD;Odkurzacz Robot;44;1816,88;10;71948,45;Anulowane
ZAM/2024/00333;2024-08-27;Ewa Szymański;Bydgoszcz;kujawsko-pomorskie;Odzież;Buty sportowe;26;2488,46;0;64699,96;Zrealizowane
ZAM/2024/00334;2025-03-20;Łukasz Szymański;Wrocław;dolnośląskie;Zabawki;Gra planszowa;25;965,26;5;22924,92;Anulowane
ZAM/2024/00335;2024-07-10;Joanna Grabowski;Rzeszów;podkarpackie;Spożywcze;Miód;17;1001,46;10;15322,34;Anulowane
ZAM/2024/00336;2024-01-02;Maria Kowalski;Rzeszów;podkarpackie;Elektronika;Słuchawki BT;42;1383,29;10;52288,36;Zrealizowane
ZAM/2024/00337;2025-03-17;Agnieszka Piotrowski;Łódź;łódzkie;Ogród;Wąż ogrodowy;44;2110,50;0;92862,00;Zwrot
ZAM/2024/00338;2024-09-04;Paweł Krawczyk;Szczecin;zachodniopomorskie;Odzież;Koszula bawełna;9;3086,75;0;27780,75;Zwrot
ZAM/2024/00339;2025-02-27;Katarzyna Nowicki;Rzeszów;podkarpackie;Spożywcze;Miód;44;3375,86;15;126257,16;Anulowane
ZAM/2024/00340;2024-04-10;Anna Kowalczyk;Katowice;śląskie;Meble;Szafa 3D;36;2283,53;20;65765,66;Zrealizowane
ZAM/2024/00341;2024-02-28;Jan Piotrowski;Wrocław;dolnośląskie;AGD;Pralka Eko;38;816,47;0;31025,86;Anulowane
ZAM/2024/00342;2024-05-11;Piotr Michalski;Rzeszów;podkarpackie;Zabawki;Klocki XXL;24;3359,35;15;68530,74;Zwrot
ZAM/2024/00343;2024-09-03;Anna Nowicki;Gdańsk;pomorskie;Meble;Komoda;50;1437,37;5;68275,07;W trakcie
ZAM/2024/00344;2024-01-12;Andrzej Piotrowski;Poznań;wielkopolskie;Ogród;Parasol;33;792,50;0;26152,50;W trakcie
ZAM/2024/00345;2025-01-03;Aleksandra Kozłowski;Białystok;podlaskie;AGD;Mikrofalówka;5;2283,85;10;10277,33;Anulowane
ZAM/2024/00346;2025-02-07;Ewa Mazur;Białystok;podlaskie;Ogród;Donica ceramiczna;6;4998,15;0;29988,90;Zrealizowane
ZAM/2024/00347;2024-06-03;Andrzej Kowalczyk;Bydgoszcz;kujawsko-pomorskie;Książki;Powieść kryminał;39;1158,94;0;45198,66;Anulowane
ZAM/2024/00348;2024-11-14;Joanna Mazur;Wrocław;dolnośląskie;Elektronika;Laptop Pro;11;2419,85;0;26618,35;W trakcie
ZAM/2024/00349;2024-04-26;Piotr Pawłowski;Białystok;podlaskie;Odzież;Koszula bawełna;22;2235,03;10;44253,59;Anulowane
ZAM/2024/00350;2024-02-19;Paweł Kowalczyk;Lublin;lubelskie;AGD;Pralka Eko;36;195,51;15;5982,61;Zwrot
ZAM/2024/00351;2025-02-15;Marcin Nowak;Bydgoszcz;kujawsko-pomorskie;Odzież;Sukienka;32;1512,64;5;45984,26;Zrealizowane
ZAM/2024/00352;2025-03-05;Katarzyna Krawczyk;Bydgoszcz;kujawsko-pomorskie;Odzież;Buty sportowe;4;3622,53;20;11592,10;W trakcie
ZAM/2024/00353;2024-05-23;Monika Grabowski;Szczecin;zachodniopomorskie;Meble;Stół dębowy;11;2764,08;0;30404,88;Anulowane
ZAM/2024/00354;2024-09-05;Paweł Kwiatkowski;Rzeszów;podkarpackie;Spożywcze;Oliwa z oliwek;5;599,95;0;2999,75;W trakcie
ZAM/2024/00355;2024-09-06;Barbara Piotrowski;Białystok;podlaskie;Ogród;Donica ceramiczna;13;1850,98;0;24062,74;W trakcie
ZAM/2024/00356;2024-05-11;Piotr Grabowski;Bydgoszcz;kujawsko-pomorskie;Książki;Biografia;16;3245,25;0;51924,00;Anulowane
ZAM/2024/00357;2024-05-06;Krzysztof Kozłowski;Katowice;śląskie;Zabawki;Gra planszowa;18;4000,67;15;61210,25;Anulowane
ZAM/2024/00358;2025-01-30;Anna Szymański;Lublin;lubelskie;Zabawki;Gra planszowa;7;4847,47;0;33932,29;Zwrot
ZAM/2024/00359;2024-04-29;Tomasz Grabowski;Białystok;podlaskie;AGD;Czajnik;17;3889,68;5;62818,33;Zrealizowane
ZAM/2024/00360;2024-03-09;Joanna Piotrowski;Wrocław;dolnośląskie;Meble;Komoda;18;1534,36;5;26237,56;W trakcie
ZAM/2024/00361;2024-11-29;Ewa Lewandowski;Warszawa;mazowieckie;AGD;Odkurzacz Robot;5;422,91;15;1797,37;Zrealizowane
ZAM/2024/00362;2024-09-04;Andrzej Krawczyk;Bydgoszcz;kujawsko-pomorskie;Ogród;Donica ceramiczna;21;183,82;5;3667,21;Anulowane
ZAM/2024/00363;2024-09-21;Tomasz Kozłowski;Bydgoszcz;kujawsko-pomorskie;AGD;Lodówka XL;22;4040,96;0;88901,12;Zrealizowane
ZAM/2024/00364;2025-05-30;Piotr Kamiński;Lublin;lubelskie;Odzież;Buty sportowe;21;2893,97;0;60773,37;Zwrot
ZAM/2024/00365;2024-02-06;Ewa Kowalczyk;Gdańsk;pomorskie;AGD;Lodówka XL;34;2654,92;5;85753,92;Zwrot
ZAM/2024/00366;2024-04-04;Tomasz Nowak;Łódź;łódzkie;Meble;Fotel biurowy;29;709,26;0;20568,54;Anulowane
ZAM/2024/00367;2024-12-05;Maria Dąbrowski;Lublin;lubelskie;Elektronika;Monitor 27;36;1897,28;0;68302,08;Anulowane
ZAM/2024/00368;2024-09-30;Łukasz Kamiński;Lublin;lubelskie;Zabawki;Gra planszowa;42;1024,32;5;40870,37;Anulowane
